           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        77907        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77917        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77928        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77939        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77949        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77960        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77971        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77982        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        77993        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78004        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        78014        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78025        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78036        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78048        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78059        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78070        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78081        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78092        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78103        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78114        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        78124        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78134        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78145        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78156        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78167        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78178        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78188        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        78199        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        78210        104576            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61108        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61118        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61129        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61140        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61151        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61162        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61172        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61183        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61194        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61204        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61215        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61226        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61237        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61247        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61258        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61269        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61280        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61290        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61301        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61312        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61323        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61333        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61344        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61355        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61365        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61376        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61387        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61397        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61408        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61419        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61430        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61440        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61451        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61462        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61472        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61483        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61494        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61505        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61516        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61526        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61537        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61548        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61558        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61569        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61580        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61591        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61601        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61612        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61623        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61633        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61644        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61655        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61666        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61676        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61687        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61697        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61709        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61719        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61730        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61741        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61752        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61762        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61773        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61784        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61794        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61805        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61816        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61827        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61838        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61848        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61859        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61870        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61880        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61891        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        61902        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61913        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61923        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61934        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61945        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61955        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61966        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61977        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61988        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        61998        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62009        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        62020        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62030        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62041        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62052        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62063        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62074        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        62084        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62095        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62106        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62116        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62127        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62138        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62149        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62159        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62170        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62181        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        62191        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62203        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62214        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62225        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62236        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62246        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62257        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62268        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62278        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62289        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        62300        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62311        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62321        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62332        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62343        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62353        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62364        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62375        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62386        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62396        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62407        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          0(0.19)       0(4)             0             0        62418        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62428        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62439        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62450        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62461        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62472        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62482        105728            1         910          94
2016-09-28T05:36:02Z        2726         947         1583          �(0.19)       0(4)             0             0        62493        105728            1         910          94
2016-09-28T05:36:07Z        2726         947         1583          0(0.19)       0(4)             0             0        62830        105728            1         910          94
2016-09-28T05:36:27Z        2728         948         1584       0.05(0.19)       0(4)             0             1        63983        105728            1         910          86
2016-09-28T05:36:47Z        2744         951         1597       0.65(0.19)       2(4)             0             0        67798        105728            1         917          73
2016-09-28T05:37:07Z        2772         970         1606       0.45(0.19)      21(4)             0             0        72463        104640            1         942          97
2016-09-28T05:37:27Z        2772         970         1606          0(0.19)       0(4)             0             1        73252        104640            1         942          97
2016-09-28T05:37:47Z        2777         972         1609       0.15(0.19)       0(4)             0             0        74704        104640            1         942          97
2016-09-28T05:38:07Z        2777         972         1609          0(0.19)       0(4)             0             1        75578        104640            1         942          97
2016-09-28T05:38:27Z        2777         971         1610       0.05(0.19)       0(4)             0             0        76341        104640            1         942          97
2016-09-28T05:38:47Z        2777         971         1610          0(0.19)       0(4)             0             0        77127        104640            1         942          97
2016-09-28T05:39:07Z        2777         971         1610          0(0.19)       0(4)             0             1        77947        104640            1         942          97
2016-09-28T05:39:27Z        2777         970         1611       0.05(0.19)       1(4)             0             0        62078        104960            1         942          97
2016-09-28T05:39:47Z        2777         970         1611          0(0.19)       0(4)             0             1        62898        104960            1         942          97
2016-09-28T05:40:07Z        2777         969         1612       0.05(0.19)       0(4)             0             0        63713        104960            1         942          96
2016-09-28T05:40:27Z        2777         969         1612          0(0.19)       0(4)             0             0        64547        104960            1         942          96
2016-09-28T05:40:47Z        2777         969         1612          0(0.19)       0(4)             0             0        65277        104960            1         942         107
2016-09-28T05:41:07Z        2777         969         1612          0(0.18)       0(4)             0             0        66143        104960            1         942         107
2016-09-28T05:41:27Z        2777         969         1612          0(0.18)       0(4)             0             0        66868        104960            1         942         107
2016-09-28T05:41:47Z        2777         969         1612          0(0.18)       0(4)             0             0        67594        104960            1         942         107
2016-09-28T05:42:07Z        2777         969         1612          0(0.18)       0(4)             0             0        68454        104960            1         942         107
2016-09-28T05:42:27Z        2777         969         1612          0(0.18)       0(4)             0             0        69183        104960            1         942         107
2016-09-28T05:42:47Z        2777         969         1612          0(0.18)       0(4)             0             0        70035        104960            1         942         107
2016-09-28T05:43:07Z        2777         969         1612          0(0.18)       0(4)             0             0        70789        104960            1         942         107
2016-09-28T05:43:27Z        2777         969         1612          0(0.18)       0(4)             0             0        71604        104960            1         942         107
2016-09-28T05:43:47Z        2777         969         1612          0(0.18)       0(4)             0             0        72367        104960            1         942         107
2016-09-28T05:44:07Z        2777         969         1612          0(0.18)       0(4)             0             0        73106        104960            1         942         107
2016-09-28T05:44:27Z        2777         969         1612          0(0.18)       0(4)             0             0        73931        104960            1         942         107
2016-09-28T05:44:35Z CRAWL ENDING - Finished - Ended by operator
2016-09-28T05:44:39Z CRAWL ENDED - Finished - Ended by operator
2016-09-28T05:44:39Z        2777         969         1612          0(0.18)       0(4)             0             0        75248        104960            1         942         107
